title,reply
前不久发现他还有精囊炎，要离婚吗,在我国，离婚的方式有两种，一种是登记离婚，另一种是诉讼离婚。一、依照我国《婚姻法》第31条的规定，男女双方自愿离婚并且对子女的抚养及对财产的分割问题作出的适当的处理的，可以到婚姻登记机关进行登记离婚，不须进行诉讼。登记离婚时，要提供以下文件：1、户口本、身份证2、结婚证3、双方共同签署的离婚协议。建议你首先尽量说服他，和他进行登记离婚，尽量以和平的方式解决离婚问题。如果他实在不想离婚，而你坚持一定要离，那么，就只有进行离婚诉讼了。二、离婚诉讼。离婚诉讼是指夫妻中的一方基于法定离婚原因，向人民法院提起的、由人民法院对婚姻关系的维持与否进行判决的诉讼。离婚诉讼的手续（过程）如下：1、到人民法院向法院提起诉讼申请。一般是到立案大厅，由立案大厅进行审查，对于符合立案条件的，给予立案。如果你们双方不在同地居住的，则按“原告就被告”的原则，你要到男方的所在地提出诉讼。提出离婚诉讼申请时，须提供以下证件：A、请求判定离婚的起诉书（一式三份）B、户口本C、身份证（临时身份证、户籍证明、军官证、士官证、军队文职干部证等）D、结婚证2、经立案大厅审查符合立案条件，准予立案后，由立案庭发出立案通知书，你凭立案通知书缴纳诉讼费（50元）。法院正式受理案件。3、法院的立案庭受理案件后，将案件移送民事庭，由民事庭进行审理。4、民事庭受案后，向男方发出传票，要求其在某个时间到庭应诉。同时，法院也通知你到庭参诉。5、双方到庭后，由法院进行调解（这是必经程序）。调解的结果有3种：A.经调解后双方愿意维持婚姻的，则由你撤回起诉，婚姻继续有效。B.经调解后，他同意你的离婚请求的，并且对子女及财产问题作出处理的，则由你撤回起诉，由双方到婚姻登记机关进行登记离婚。C.经调解后，你仍坚持要求离婚而他不同意的，或双方同意但对子女及财产问题的处理存有争议的。则由法院进行审理判决。6、法院通过开庭审理，作出准予离婚或不准予离婚的判决。法院以双方感情是否确已破裂作为判决离婚的法定条件。其中，《婚姻法》第32条规定了准予离婚的以下例示性的法定理由：A.重婚或有配偶者与他人同居的B、实施家庭暴力或虐待、遗弃家庭成员的C.有赌博、吸毒等恶习，屡教不改的。D.因感情不和而分居满2年的E.其他导致夫妻感情破裂的情形
区看守所的诈骗罪什么时候下判决,人*法*对提起公诉的案件进行审查后，对于起诉书中有明确的指控犯罪事实并且附有证据目录、证人名单和主要证据复印件或者照片的，应当决定开庭审判。除涉及国家秘密或者个人隐私的案件，人*法*审判第一审案件应当公开进行。辩护律师自人*法*受理案件之日起，可以查阅、摘抄、复制本案所指控的犯罪事实的材料，可以同在押的被告人会见和通信。开庭审理时，辩护律师为被告人辩护。人*法*审理公诉案件，应当在受理后一个月以内宣判，至迟不得超过一个半月。有刑事诉讼法第163条规定情形之一的，经省、自治区、直辖市高级人*法*批准或者决定，可以再延长一个月。法庭审理后，人*法*根据已经查明的事实、证据和有关的法律规定，分别作出以下判决：（一）案件事实清楚，证据确实、充分，依据法律认定被告人有罪的，应当作出有罪判决；（二）依据法律认定被告人无罪的，应当作出无罪判决；
我要起诉离婚，什么证件都没有可以起诉吗,离婚诉讼的手续（过程）如下：1、到人民法院向法院提起诉讼申请。一般是到立案大厅，由立案大厅进行审查，对于符合立案条件的，给予立案。如果你们双方不在同地居住的，则按“原告就被告”的原则，你要到男方的所在地提出诉讼。提出离婚诉讼申请时，须提供以下证件：A、请求判定离婚的起诉书（一式三份）B、户口本C、身份证（临时身份证、户籍证明、军官证、士官证、军队文职干部证等）D、结婚证2、经立案大厅审查符合立案条件，准予立案后，由立案庭发出立案通知书，你凭立案通知书缴纳诉讼费（50元）。法院正式受理案件。3、法院的立案庭受理案件后，将案件移送民事庭，由民事庭进行审理。4、民事庭受案后，向男方发出传票，要求其在某个时间到庭应诉。同时，法院也通知你到庭参诉。5、双方到庭后，由法院进行调解（这是必经程序）。调解的结果有3种：A.经调解后双方愿意维持婚姻的，则由你撤回起诉，婚姻继续有效。B.经调解后，他同意你的离婚请求的，并且对子女及财产问题作出处理的，则由你撤回起诉，由双方到婚姻登记机关进行登记离婚。C.经调解后，你仍坚持要求离婚而他不同意的，或双方同意但对子女及财产问题的处理存有争议的。则由法院进行审理判决。6、法院通过开庭审理，作出准予离婚或不准予离婚的判决。法院以双方感情是否确已破裂作为判决离婚的法定条件。其中，《婚姻法》第32条规定了准予离婚的以下例示性的法定理由：A.重婚或有配偶者与他人同居的B、实施家庭暴力或虐待、遗弃家庭成员的C.有赌博、吸毒等恶习，屡教不改的。D.因感情不和而分居满2年的E.其他导致夫妻感情破裂的情形
幼儿园只要求走法律程序，有错吗,协商不成的，可以通过法律途径解决，诉讼的，法院会依法判决。
可以先离婚后要抚养权吗,1、婚姻法第三十一条男女双方自愿离婚的，准予离婚。双方必须到婚姻登记机关申请离婚。婚姻登记机关查明双方确实是自愿并对子女和财产问题已有适当处理时，发给离婚证。从这一条可看出婚姻双方如有离婚意愿，需同时处理好子女抚养权归属以及财产合理分割问题。因此，在法律上，是不可以先离婚后要抚养权的。2、离婚后正常情况下不可变更抚养权，除非是抚养方不再具备抚养条件。根据我国法律的规定，出现以下法定事由时可以变更子女抚养关系:（1）与子女共同生活的一方因患严重疾病或因伤残无力继续抚养子女的；（2）与子女共同生活的一方不尽抚养义务或有虐待子女行为，或其与子女共同生活对子女身心健康确有不利影响的；（3）10周岁以上未成年子女，愿随另一方生活，该方又有抚养能力的；（4）有其他正当理由需要变更的。一方要求变更子女抚养关系有上述情形之一的，人民法院应予支持。根据《最高人民法院关于人民法院审理离婚案件处理子女抚养问题的若干具体意见》第17条的规定：“父母双方协议变更子女抚养关系的，应予准许”。可见，虽然在先前离婚中不可以实现先离婚后要抚养权，但是可以后期变更。这个变更是具有条件限制的。无论是协议离婚还是诉讼离婚后，要求变更子女抚养关系的，只要离婚的双方当事人达成了变更子女抚养关系的协议，而且没有违反法律规定及对子女成长不利的问题，应予准许。离婚后，经双方协商一致达成的变更子女抚养协议，属于协议离婚的应向办理离婚登记机关备案，属于法院诉讼离婚的，应向原审法院备案。离婚后，一方要求变更子女抚养关系的，或者子女长到有识别能力时，主动提出与另一方一起生活时，应另行起诉。离婚后变更子女抚养关系的请求，不涉及原离婚案件，不是对原离婚案件子女抚养问题的判决、调解协议的纠正，而是出现了处理原离婚案件当时不存在的子女抚养方面的新情况，所以，应当作新的案件另行起诉。
了，可是另一方不想离，我不知道要怎么办,在我国，离婚的方式有两种，一种是登记离婚，另一种是诉讼离婚。一、依照我国《婚姻法》第31条的规定，男女双方自愿离婚并且对子女的抚养及对财产的分割问题作出的适当的处理的，可以到婚姻登记机关进行登记离婚，不须进行诉讼。登记离婚时，要提供以下文件：1、户口本、身份证2、结婚证3、双方共同签署的离婚协议。建议你首先尽量说服他，和他进行登记离婚，尽量以和平的方式解决离婚问题。如果他实在不想离婚，而你坚持一定要离，那么，就只有进行离婚诉讼了。二、离婚诉讼。离婚诉讼是指夫妻中的一方基于法定离婚原因，向人民法院提起的、由人民法院对婚姻关系的维持与否进行判决的诉讼。离婚诉讼的手续（过程）如下：1、到人民法院向法院提起诉讼申请。一般是到立案大厅，由立案大厅进行审查，对于符合立案条件的，给予立案。如果你们双方不在同地居住的，则按“原告就被告”的原则，你要到男方的所在地提出诉讼。提出离婚诉讼申请时，须提供以下证件：A、请求判定离婚的起诉书（一式三份）B、户口本C、身份证（临时身份证、户籍证明、军官证、士官证、军队文职干部证等）D、结婚证2、经立案大厅审查符合立案条件，准予立案后，由立案庭发出立案通知书，你凭立案通知书缴纳诉讼费（50元）。法院正式受理案件。3、法院的立案庭受理案件后，将案件移送民事庭，由民事庭进行审理。4、民事庭受案后，向男方发出传票，要求其在某个时间到庭应诉。同时，法院也通知你到庭参诉。5、双方到庭后，由法院进行调解（这是必经程序）。调解的结果有3种：A.经调解后双方愿意维持婚姻的，则由你撤回起诉，婚姻继续有效。B.经调解后，他同意你的离婚请求的，并且对子女及财产问题作出处理的，则由你撤回起诉，由双方到婚姻登记机关进行登记离婚。C.经调解后，你仍坚持要求离婚而他不同意的，或双方同意但对子女及财产问题的处理存有争议的。则由法院进行审理判决。6、法院通过开庭审理，作出准予离婚或不准予离婚的判决。法院以双方感情是否确已破裂作为判决离婚的法定条件。其中，《婚姻法》第32条规定了准予离婚的以下例示性的法定理由：A.重婚或有配偶者与他人同居的B、实施家庭暴力或虐待、遗弃家庭成员的C.有赌博、吸毒等恶习，屡教不改的。D.因感情不和而分居满2年的E.其他导致夫妻感情破裂的情形
婚前财产公证找律师事务所办理有效吗,根据《中华人民共和国婚姻法》、《中华人民共和国公证法》和司法部《公证程序规则》等有关规定，现将本公证事项的法律意义、法律后果及有关法律事宜告知如下：1、婚前财产约定是指即将缔结婚姻关系的双方就各自婚前财产或者婚后夫妻在婚姻关系存续期间所得的全部合法财产的归属事宜经自愿协商一致达成的书面协议。2、婚前财产约定协议书公证是指公证机构根据当事人的申请，依照法定程序对男女双方订立的婚前财产约定协议书的真实性、合法性予以证明的活动。3、婚前财产约定协议书对缔约的男女双方具有法律约束力，任何一方不得违反约定，否则应承担相应的法律责任。该约定对第三人无法律约束力，但第三人明知的除外。4、协议中没有约定或约定不明确的财产，如发生纠纷，主张属于一方婚前个人财产的应负举证责任，否则应推定为婚后取得按婚姻法规定确定产权归属。5、男女双方对婚姻关系存续期间所得的财产约定为各自所有的，夫或妻一方对外所负债务仍由夫妻婚后双方财产偿还，但该债权人知道该约定的除外。6、男女之间签订婚前财产约定，有恶意转移财产、逃避债务等规避法律意图的，该约定无效。
银行内孩子被砸伤要怎么被补偿才合理,银行是没有尽到安全保障义务的，对小女孩的死亡负有赔偿责任。家长从法律上说是有监护责任的，对小孩的安全负有注意义务。通常来说，应当让小孩保持在自己视线之内，当预见或发生危险时，及时采取保护措施。任由小孩独自走动，并没有尽到监护责任的也应当负责。具体的赔偿还要结合责任划分确定。
伤残鉴定中工伤和意外有什么区别，赔偿区别在,1、意外伤残和工伤伤残的主要区别有：适用赔偿的法律依据不同，进行伤残鉴定的标准也不同的。2、工伤赔偿适用《工伤保险条例》，工伤伤残鉴定适用《职工工伤与职业病致残程度鉴定标准》3、而意外伤残的赔偿为《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》而伤残鉴定如果是交通意外，即是：《道路交通事故受伤人员伤残评定标准》，如果是其它意外适用《人体损伤残疾程度鉴定标准（试行）》
要怎么才能申请低保或困难户。,主要写清家庭人口，各人姓名年龄现职业和个人身体壮况。家庭或个人收入生活壮况。申请理由等就行了。
同居十年能分割家里共同财产吗,"如果有共同财产，可以分割。法律依据最*人*法*关于适用《中华人*共和国婚姻法》若干问题的解释（二）第一条当事人起诉请求解除同居关系的，人*法*不予受理。但当事人请求解除的同居关系，属于婚姻法第三条、第三十二条、第四十六条规定的""有配偶者与他人同居""的，人*法*应当受理并依法予以解除。当事人因同居期间财产分割或者子女抚养纠纷提起诉讼的，人*法*应当受理。"
放弃继承公证可以撤销的么，是怎么解释的呢,根据《公证法》第三十九条的规定，当事人、公证事项的利害关系人认为公证书有错误的，可以向出具该公证书的公证机构提出复查。公证书的内容违法或者与事实不符的，公证机构应当撤销该公证书并予以公告，该公证书自始无效;公证书有其他错误的，公证机构应当予以更正。另外，《最高人民法院关于贯彻执行<中华人民共和国继承法>若干问题的意见》第五十条规定：“遗产处理前或在诉讼进行中，继承人对放弃继承翻悔的，由人民法院根据其提出的具体理由，决定是否承认。遗产处理后，继承人对放弃继承翻悔的，不予承认”。
装修合同签订应该注意哪些细节问题,一、装修合同签订需要注意许多细节：1、工期约定：一般2居室100平米的房间，简单装修的话，工期在35天左右，装饰公司为了保险，一般会把工期约定到45-50天，如果您着急入住的话，可以在签订时和设计商榷此条款。2.了解装饰公司工程及施工资格和装饰公司洽谈时，要了解装饰公司的工程施工资格。装饰公司必须有进行装饰工程施工的资格，还要检查该公司的营业执照。此外，公司有无正规的办公地点，是否能出具合格的票据等，都是需要仔细考察的。室内设计师的水平和资历，直接关系到设计水平的高低，所以要对这家公司的设计师详尽询问。如果是朋友介绍，可以通过熟人来了解公司的情况。但有时亲朋好友并不是这方面的“行家”，难免会有“误导”，所以还是要亲力亲为。3、初步接洽家装公司目前装饰公司的报价方式有两种：一种是业主报出想投入多少钱，由装饰公司结合业主的要求，开始设计和报价;另一种是业主提出居室装修的具体要求，由装饰公司报出实现业主的要求要花多少钱。许多消费者都愿意采用第二种洽谈方式，其目的是为了避免装饰公司把“底”探走。消费者都想让装饰公司先报价，自己也有个比较和还价的余地。其实，所有正规的装饰公司的利润率都相差无几，所不同的是设计力量和售后服务有好有坏。业主这样做只会耽误自己的时间，从而拖延施工进度。所以在与装饰公司开始接触时，最好直接将自己准备花多少钱，想达到什么样的效果，向装饰公司表达。如果装饰公司同意承接业主的家庭装修工程，才能进入具体的设计、报价和协商阶段。4.按图施工：严格按照您签字认可的图纸施工，假如在细节尺寸上和您在设计图纸上的不符合，您可以要求返工。一般到工程结束，水电费加起来是笔不小的数字，这笔用度应该谁来支付，在合同中也应该标明。那么这些项目的单价究竟应该是多少呢?假如等到已经开工后，那这可能就是设计说了算了。但是一个工地往往是多项目交叉功课，正规的工期过半应该是：木器制作结束;厨卫墙、地砖、吊顶结束;墙面找平结束;电改造结束。5.考查施工队装修质量的好坏，很大程度上取决于施工队的素质。所以在装修之前，业主还要考察一下装修公司所用的施工队。从目前情况看，在全国各大城市从事家庭装修的施工队，绝大部分都是外地人员。目前装饰工程电动化程度很高，一般有实力的施工队为了提高质量和效率，都开始使用电气泵、射钉枪等工具。因此业主从工人使用的工具上，就可判断施工队是否具有相应的素质。6.付款方式：一般的装修合同，约定首付60%，木工验收合格后交纳35%，完工后交纳5%。如果按照这样的付款形式的话，在工期过了一半左右后，您就已经向装饰公司交了95%左右的费用，如果装修的后期出了什么问题的话，就很难在钱上面制约装饰公司了。所以建议在签订合同时候，能把首付压到30%，中期交纳30%。中期款：一般合同上约定的中期付款时间，只是简单的标明“工程过半，木工收口”。但是一个工地往往是多项目交叉作业，正规的工期过半应该是：木器制作结束；厨卫墙、地砖、吊顶结束；墙面找平结束；电改造结束。7、增减项目：装修过程中，很容易有增减项目，比如多做个柜子，多改几米水电路等等。这些都要在完工的时候交纳费用的。那么这些项目的单价究竟应该是多少呢？如果等到已经开工后，那这可能就是设计说了算了。所以如果有可能，最好能复印一份装修公司的最初给您看的完整报价单，以免在签订合同或是增减项目时，装修公司偷梁换柱，改换价格。还要注意一点，最后结算费用的时候，你应该支付的增减费用，都应该是在该项目施工前，由您签字认可的，如果是您没有签字认可的，您一概可以不支付相应的费用。8.杜绝装修合同漏洞在认可了报价之后，正规的装饰公司还要和业主签订一份施工合同或协议书。在这份合同中，业主要注意以下3个问题：1.合同中必须写明装修的具体要求和完工日期。有的消费者在签订合同时，没有注意这两点，给某些装饰公司粗制滥造和拖延工期埋下了“伏笔”。2.在合同中必须注明使用的装饰材料的具体品牌或型号，以防装饰公司以次充好。3.合同中有关保修的条文是必不可少的，而且要分清责任：如果属于施工或材料的质量问题，装饰公司应承担全部责任;如果属于用户使用不当，双方可协商处理。
就业方面的法律有哪些,与就业相关的是《就业促进法》，劳动相关法律有《劳动法》、《劳动合同法》、《劳动争议调解仲裁法》、《工资支付暂行规定》、《年休假管理条例》、《工伤保险条例》等等
关于工伤索赔，打官司大概多少费用,工伤依法赔付的项目有：(一)治(医)疗费。治疗工伤所需费用必须符合工伤*险诊疗项目目录、工伤*险药品目录、工伤*险住院服*标准。(二)住院伙食补助费。职工住院治疗工伤的，由所在单位按照本单位因公出差伙食补助标准的70%发给住院伙食补助费。(三)外地就医交通费、食宿费。经医疗机构出具证明，报经办机构同意，工伤职工到统筹地区以外就医的，所需交通、食宿费用由所在单位按照本单位职工因公出差标准报销。(四)康复治疗费。工伤职工到签订服*协议的医疗机构进*康复性治疗的费用，符合工伤*险诊疗项目目录、工伤*险药品目录、工伤*险住院服*标准的本条第三款规定的，从工伤*险基金支付。(五)辅助器具费。工伤职工因日常生活或者就业需要，经*动能力鉴定委员会确认，可以安装假肢、矫形器、假眼、假牙和配置轮椅等辅助器具，所需费用按照国家规定的标准从工伤*险基金支付。(六)停工留薪期工资。职工因工作遭受事故伤害或者患职业病需要暂停工作接受工伤医疗的，在停工留薪期内，原工资福利待遇不变，由所在单位按月支付。(七)生活护理费。生活不能自理的工伤职工在停工留薪期需要护理的，由所在单位负责。工伤职工已经评定伤残等级并经*动能力鉴定委员会确认需要生活护理的，从工伤*险基金按月支付生活护理费。生活护理费按照生活完全不能自理、生活大*分不能自理或者生活*分不能自理3个不同等级支付，其标准分别为统筹地区上年度职工月平均工资的50%、40%或者30%。(八)一次性伤残补助金。一次性伤残补助金赔偿标准是根据工伤职员伤残等级确定，不同等级，赔偿标准不同。具体如下：一级伤残为27个月的本人工资，二级伤残为25个月的本人工资，三级伤残为23个月的本人工资，四级伤残为21个月的本人工资，五级伤残为18个月的本人工资，六级伤残为16个月的本人工资，七级伤残为13个月的本人工资，八级伤残为11个月的本人工资，九级伤残为9个月的本人工资，十级伤残为7个月的本人工资。(九)伤残津贴。职工因工致残被鉴定为一级至四级伤残的，从工伤*险基金按伤残等级支付一次性伤残补助金，标准为：一级伤残为24个月的本人工资，二级伤残为22个月的本人工资，三级伤残为20个月的本人工资，四级伤残为18个月的本人工资。职工因工致残被鉴定为五级、六级伤残的，*留与用人单位的*动关系，由用人单位安排适当工作。难以安排工作的，由用人单位按月发给伤残津贴，标准为：五级伤残为本人工资的70%，六级伤残为本人工资的60%。(十)一次性伤残就业补助金和一次性工伤医疗补助金。职工因工致残被鉴定为五级、六级伤残的，经工伤职工本人提出，该职工可以与用人单位解除或者终止*动关系，由用人单位支付一次性工伤医疗补助金和伤残就业补助金;职工因工致残被鉴定为七级至十级伤残的，*动合同期满终止，或者职工本人提出解除*动合同的，由用人单位支付一次性工伤医疗补助金和伤残就业补助金。具体标准由省、自治区、直辖市人民政府规定。(十一)丧葬补助金。职工因工死亡丧葬补助金为6个月的统筹地区上年度职工月平均工资。(十二)供养亲属抚恤金。职工因工死亡供养亲属抚恤金按照职工本人工资的一定比例发给由因工死亡职工生前提供主要生活来源、无*动能力的亲属。标准为：配偶每月40%，其他亲属每人每月30%，孤寡老人或者孤儿每人每月在上述标准的基础上增加10%。核定的各供养亲属的抚恤金之和不应高于因工死亡职工生前的工资。供养亲属的具体范围由国*院*动*障*政*门规定。(十三)一次性工亡补助金。一次性工亡补助金标准为48个月至60个月的统筹地区上年度职工月平均工资。具体标准由统筹地区的人民政府根据当地经济、社会发展状况规定，报省、自治区、直辖市人民政府备案。
与客户行为不当就可以被辞退吗,要看规章制度等具体情况对劳动者过错解除（无需支付经济补偿金），法律依据主要集中在以下三类：1、劳动者严重违反用人单位的规章制度；2、劳动者严重失职，营私舞弊，给用人单位造成重大损害；3、劳动者被依法追究刑事责任。
农村拆迁问题的补偿标准是什么,拆建单位依照规定标准向被拆迁房屋的所有权人或使用人支付的各种补偿金。一般有：（1）房屋补偿费（房屋重置费），用于补偿被拆迁房屋所有权人的损失，以被拆迁房屋的结构和折旧程度划档，按平方米单价计算。（2）周转补偿费，用于补偿被拆迁房屋住户临时居住房或自找临时住处的不便，以临时居住条件划档，按被拆迁房屋住户的人口每月予以补贴。（3）奖励性补偿费，用于鼓励被拆迁房屋住户积极协助房屋拆迁或主动放弃一些权利如自愿迁往郊区或不要求拆迁单位安置住房，房屋拆迁补偿费的各项标准由当地人民政府根据本地的实际情况和国家有关法律政策加以确定。由宅基地区位补偿价、被拆迁房屋重置成新价构计算公式为：房屋拆迁补偿价=宅基地区位补偿价×宅基地面积+被拆迁房屋重置成新价。
大概多久能拿到房产证,各地存在差异，以上*为例上*市房产证过户所需时间材料都没有问题的话，须到房产局，填写一些表格和一个存量合同，存量合同上面的金额一定要和签订合同上面的金额一样。材料都交给房产局之后，会有一个回执单，一定要在上面说明的日期去缴纳税金，一般需要15个工作日左右。税金交清以后就在那里排队等着去拿新房产证。房产证办理时限为10个工作日(自登记受理后次日起)。
车祸意外伤害赔偿的标准是怎么样子来的呢,因意外伤害治疗发生的费用：被保险人在保险期间内因突发急性病或遭受意外伤害而在保险人指定或认可的医疗机构治疗所发生的，保险人对被保险人因治疗发生的符合本保险单签发地政府基本医疗保险管理规定的合理且必要的费用，包括如下项目：1、治疗费：指治疗期间发生的符合当地基本医疗保险范围规定的治疗费、诊疗费、注射费、输液费、输氧费。2、检查费：指治疗期阿发生的符合当地基本医疗保险范围规定的检查、检验、化验(包括试剂费)和摄片费用。3、手术费：指治疗期间发生的符合当地基本医疗保险范围规定的手术费用，包括手术费、麻醉费、材料费。4、药费：指治疗期间发生的符合当地《基本医疗保险药品目录》范围内的药品费用。5、护理费：指治疗期间发生的符合当地基本医疗保险范围规定的等级护理费。6、床位费：指治疗期问发生的符合当地基本医疗保险范围规定的病床住院床位置。7、输血材料费：指治疗期间发生的附和当地基本医疗保险范围规定的血液制品费用。包括全血浆、红细胞悬液、单采血小板、浓缩白细胞、浓缩血小板、洗涤红细胞。8、院外专家会诊费：指治疗期间因病情需要，由医疗机构同意并邀请外院专家进行会诊的费用。9、其他合且必要的费用。
欠高利贷怎么办,*间借贷属于*事行为，受到*法和合同法的约束和保护。但是属于*利贷的部分不受到法律保护，故只偿还本金和不超过银行同期贷款利率四倍部分的利息即可。但根据《合同法》第二百一十一条规定：“自然人之间的借款合同约定支付利息的，借款的利率不得违反国家有关限制借款利率的规定”。同时根据最*人*法*《关于人*法*审理借贷案件的若干意见》的有关规定：“*间借贷的利率可以适当*于银行的利率，但最*不得超过银行同类贷款利率的四倍”。因此，*间借贷的本金受到保护，不超过银行同类贷款利率四倍的利息同样受到法律保护，而超出部分则不受法律保护。同期基准利率是指中央银行公布的基准利率，如1年期，基准利率约为5%，4倍为20%，即超过20%为法律认定的*利贷。
我女儿给车撞脑出血了应该怎么赔偿对方全责,先治疗，保留好所有的发票和住院病案，到时候跟对方及保险公司协商，协商不成起诉到法院，住院期间可以申请对方保险公司在交强险范围内承担医药费。如果受伤严重，最好走诉讼程序。
A1A2饮酒后驾驶机动车会怎么处罚,1、酒后驾驶机动车，记6分，罚500元，暂扣驾驶证1--3个月;2、酒后驾驶营运机动车，记12分，罚500元，暂扣驾驶证3个月;3、醉酒驾驶机动车，记12分，罚2000元，暂扣驾驶证3--6个月，拘留15天以下;4、酒醉酒驾驶营运机动车，记12分，罚2000元，暂扣驾驶证6个月，拘留15天以下;5、一年内有醉酒驾驶机动车被处罚两次以上的，吊销机动车驾驶证，五年内不得驾驶营运机动车。第九十一条饮酒后驾驶机动车的，处暂扣六个月机动车驾驶证，并处一千元以上二千元以下罚款。因饮酒后驾驶机动车被处罚，再次饮酒后驾驶机动车的，处十日以下拘留，并处一千元以上二千元以下罚款，吊销机动车驾驶证。醉酒驾驶机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任;五年内不得重新取得机动车驾驶证。饮酒后驾驶营运机动车的，处十五日拘留，并处五千元罚款，吊销机动车驾驶证，五年内不得重新取得机动车驾驶证。
求助：我遇到了延期交房，怎么办,（一）正常延期交付的处理：正常延期交付主要指由于施工迟延、相关政府手续办理迟延、市政配套迟延等导致的房屋交付逾期。这种情况下，业主完全可以选择等待，并要求开发商按合同承担延期交付房屋的违约责任，这里提醒业主，如合同约定的违约金不能弥补的经济损失（以房屋的正常市场租金作为参照），可以要求开发商赔偿的经济损失。（二）非正常延期交付的处理：非正常延期交付主要指由于开发商经济实力、相关政府手续违法且无法办理等，如不幸发生上述情况，建议业主立即退房，如开发商负债已经超过其资产，业主还可以向法院申请开发商破产，以最大限度的保护业主的利益！
他外面有人。让我反思，我要离婚，他诋毁我，我家人，打我，拿刀要杀我。,建议立即报警处理对于离婚，有两种方式一、依照我国《婚姻法》第31条的规定，男女双方自愿离婚并且对子女的抚养及对财产的分割问题作出的适当的处理的，可以到婚姻登记机关进行登记离婚，不须进行诉讼。登记离婚时，要提供以下文件：1、户口本、身份证2、结婚证3、双方共同签署的离婚协议。建议你首先尽量说服他，和他进行登记离婚，尽量以和平的方式解决离婚问题。如果他实在不想离婚，而你坚持一定要离，那么，就只有进行离婚诉讼了。二、离婚诉讼。离婚诉讼是指夫妻中的一方基于法定离婚原因，向人民法院提起的、由人民法院对婚姻关系的维持与否进行判决的诉讼。离婚诉讼的手续（过程）如下：1、到人民法院向法院提起诉讼申请。一般是到立案大厅，由立案大厅进行审查，对于符合立案条件的，给予立案。如果你们双方不在同地居住的，则按“原告就被告”的原则，你要到男方的所在地提出诉讼。提出离婚诉讼申请时，须提供以下证件：A、请求判定离婚的起诉书（一式三份）B、户口本C、身份证（临时身份证、户籍证明、军官证、士官证、军队文职干部证等）D、结婚证2、经立案大厅审查符合立案条件，准予立案后，由立案庭发出立案通知书，你凭立案通知书缴纳诉讼费（50元）。法院正式受理案件。3、法院的立案庭受理案件后，将案件移送民事庭，由民事庭进行审理。4、民事庭受案后，向男方发出传票，要求其在某个时间到庭应诉。同时，法院也通知你到庭参诉。5、双方到庭后，由法院进行调解（这是必经程序）。调解的结果有3种：A.经调解后双方愿意维持婚姻的，则由你撤回起诉，婚姻继续有效。B.经调解后，他同意你的离婚请求的，并且对子女及财产问题作出处理的，则由你撤回起诉，由双方到婚姻登记机关进行登记离婚。C.经调解后，你仍坚持要求离婚而他不同意的，或双方同意但对子女及财产问题的处理存有争议的。则由法院进行审理判决。6、法院通过开庭审理，作出准予离婚或不准予离婚的判决。法院以双方感情是否确已破裂作为判决离婚的法定条件。其中，《婚姻法》第32条规定了准予离婚的以下例示性的法定理由：A.重婚或有配偶者与他人同居的B、实施家庭暴力或虐待、遗弃家庭成员的C.有赌博、吸毒等恶习，屡教不改的。D.因感情不和而分居满2年的E.其他导致夫妻感情破裂的情形
根据相关法规定醉酒驾驶请律师有用吗,醉酒驾驶应根据具体的行为接受处罚涉嫌犯罪的可以请律师进行辩护
亲子鉴定的常见用途有哪些,通常DNA亲子鉴定适用于认子(亲)相关的家族亲缘鉴定案例，如失散多年的父母子女等的认亲，这对于满足相关家庭的亲情需求起着至关重要的作用。另外，还可用于以下一些案件中：1．户口申报中亲生血缘关系鉴定2．离婚、财产继承案中的亲生血缘关系鉴定3．婴儿错抱案、拐卖儿童案中身份的鉴定4．移民案中有关人员的亲缘关系鉴定5．强奸致孕案中确定胎儿的亲生父亲6.因车祸丧生的无名尸体认领，需要确定亲缘关系7.非婚生育的子女或者是超生的子女需要上户口，需要先确定亲子关系8．其他一些需要确认争议个体间亲缘关系的鉴定胎儿DNA亲子鉴定
我不签字政府可以强行征收土地吗,1、*地征收的关键不在于农民是否签字同意，而在于是否是合法的。如果是合法的征地，农民不签字也是没有用的，因为征地是国家行为，是市*政*代表国家进行的。2、判断征地是否合法，最简单的就是看是否有两公告：市*政*发布的《征用*地方案公告》和国*局发布的《征地补偿安置方案公告》，这两公告都要张贴于被征地所在地的村组，老百姓可以看到。如果没有这两公告，则可以认定征地不合法。对于违法的征地，农民当然有权拒绝，当地政*也不能强占。
